2020-03-07,Berkshire,Massachusetts,25003,1,0
2020-03-08,Berkshire,Massachusetts,25003,1,0
2020-03-09,Berkshire,Massachusetts,25003,5,0
2020-03-10,Berkshire,Massachusetts,25003,7,0
2020-03-11,Berkshire,Massachusetts,25003,9,0
2020-03-12,Berkshire,Massachusetts,25003,9,0
2020-03-13,Berkshire,Massachusetts,25003,9,0
2020-03-14,Berkshire,Massachusetts,25003,9,0
2020-03-15,Berkshire,Massachusetts,25003,9,0
2020-03-16,Berkshire,Massachusetts,25003,11,0
2020-03-17,Berkshire,Massachusetts,25003,14,0
2020-03-18,Berkshire,Massachusetts,25003,17,0
2020-03-19,Berkshire,Massachusetts,25003,18,0
2020-03-20,Berkshire,Massachusetts,25003,20,0
2020-03-21,Berkshire,Massachusetts,25003,21,0
2020-03-22,Berkshire,Massachusetts,25003,23,1
2020-03-23,Berkshire,Massachusetts,25003,26,1
2020-03-24,Berkshire,Massachusetts,25003,37,2
2020-03-25,Berkshire,Massachusetts,25003,71,2
2020-03-26,Berkshire,Massachusetts,25003,73,2
2020-03-27,Berkshire,Massachusetts,25003,105,4
2020-03-28,Berkshire,Massachusetts,25003,119,4
2020-03-29,Berkshire,Massachusetts,25003,151,5
2020-03-30,Berkshire,Massachusetts,25003,162,5
2020-03-31,Berkshire,Massachusetts,25003,171,6
2020-04-01,Berkshire,Massachusetts,25003,183,6
2020-04-02,Berkshire,Massachusetts,25003,213,7
2020-04-03,Berkshire,Massachusetts,25003,240,7
2020-04-04,Berkshire,Massachusetts,25003,253,10
2020-04-05,Berkshire,Massachusetts,25003,258,13
2020-04-06,Berkshire,Massachusetts,25003,268,13
2020-04-07,Berkshire,Massachusetts,25003,278,18
2020-04-08,Berkshire,Massachusetts,25003,281,20
2020-04-09,Berkshire,Massachusetts,25003,304,21
2020-04-10,Berkshire,Massachusetts,25003,329,22
2020-04-11,Berkshire,Massachusetts,25003,336,22
2020-04-12,Berkshire,Massachusetts,25003,350,22
2020-04-13,Berkshire,Massachusetts,25003,355,22
2020-04-14,Berkshire,Massachusetts,25003,360,23
2020-04-15,Berkshire,Massachusetts,25003,370,23
2020-04-16,Berkshire,Massachusetts,25003,382,26
2020-04-17,Berkshire,Massachusetts,25003,383,26
2020-04-18,Berkshire,Massachusetts,25003,385,27
2020-04-19,Berkshire,Massachusetts,25003,387,29
2020-04-20,Berkshire,Massachusetts,25003,387,28
2020-04-21,Berkshire,Massachusetts,25003,404,29
2020-04-22,Berkshire,Massachusetts,25003,404,31
2020-04-23,Berkshire,Massachusetts,25003,418,31
2020-04-24,Berkshire,Massachusetts,25003,425,31
2020-04-25,Berkshire,Massachusetts,25003,425,31
2020-04-26,Berkshire,Massachusetts,25003,428,31
2020-04-27,Berkshire,Massachusetts,25003,428,31
2020-04-28,Berkshire,Massachusetts,25003,430,31
2020-04-29,Berkshire,Massachusetts,25003,440,34
2020-04-30,Berkshire,Massachusetts,25003,442,35
2020-05-01,Berkshire,Massachusetts,25003,444,36
2020-05-02,Berkshire,Massachusetts,25003,448,36
2020-05-03,Berkshire,Massachusetts,25003,451,36
2020-05-04,Berkshire,Massachusetts,25003,453,36
2020-05-05,Berkshire,Massachusetts,25003,457,36
2020-05-06,Berkshire,Massachusetts,25003,461,37
2020-05-07,Berkshire,Massachusetts,25003,464,37
2020-05-08,Berkshire,Massachusetts,25003,472,37
2020-05-09,Berkshire,Massachusetts,25003,472,37
2020-05-10,Berkshire,Massachusetts,25003,475,37
2020-05-11,Berkshire,Massachusetts,25003,478,37
2020-05-12,Berkshire,Massachusetts,25003,485,37
2020-05-13,Berkshire,Massachusetts,25003,486,37
2020-05-14,Berkshire,Massachusetts,25003,488,37
2020-05-15,Berkshire,Massachusetts,25003,491,37
2020-05-16,Berkshire,Massachusetts,25003,495,37
2020-05-17,Berkshire,Massachusetts,25003,497,37
2020-05-18,Berkshire,Massachusetts,25003,497,37
2020-05-19,Berkshire,Massachusetts,25003,497,37
2020-05-20,Berkshire,Massachusetts,25003,500,37
2020-05-21,Berkshire,Massachusetts,25003,509,37
2020-05-22,Berkshire,Massachusetts,25003,510,38
2020-05-23,Berkshire,Massachusetts,25003,515,38
2020-05-24,Berkshire,Massachusetts,25003,520,38
2020-05-25,Berkshire,Massachusetts,25003,523,38
2020-05-26,Berkshire,Massachusetts,25003,537,39
2020-05-27,Berkshire,Massachusetts,25003,539,40
2020-05-28,Berkshire,Massachusetts,25003,539,40
2020-05-29,Berkshire,Massachusetts,25003,544,40
2020-05-30,Berkshire,Massachusetts,25003,544,40
2020-05-31,Berkshire,Massachusetts,25003,544,40
2020-06-01,Berkshire,Massachusetts,25003,567,40
2020-06-02,Berkshire,Massachusetts,25003,568,40
2020-06-03,Berkshire,Massachusetts,25003,566,40
2020-06-04,Berkshire,Massachusetts,25003,568,40
2020-06-05,Berkshire,Massachusetts,25003,571,40
2020-06-06,Berkshire,Massachusetts,25003,573,40
2020-06-07,Berkshire,Massachusetts,25003,574,40
2020-06-08,Berkshire,Massachusetts,25003,575,41
2020-06-09,Berkshire,Massachusetts,25003,575,41
2020-06-10,Berkshire,Massachusetts,25003,574,41
2020-06-11,Berkshire,Massachusetts,25003,575,41
2020-06-12,Berkshire,Massachusetts,25003,575,42
2020-06-13,Berkshire,Massachusetts,25003,580,42
2020-06-14,Berkshire,Massachusetts,25003,580,42
2020-06-15,Berkshire,Massachusetts,25003,579,42
2020-06-16,Berkshire,Massachusetts,25003,578,42
2020-06-17,Berkshire,Massachusetts,25003,582,42
2020-06-18,Berkshire,Massachusetts,25003,584,42
